,time,ia,ib,ic
0,9.5367431640625e-07,0.00456,0.01368,0.00456
0,0.032492876052856445,0.00912,0.00912,0.00456
0,0.06460189819335938,0.00912,0.00912,0.00456
0,0.0678257942199707,0.00456,0.00912,0.00912
0,0.08979487419128418,0.00456,0.01368,0.00456
0,0.11946487426757812,0.01368,-0.00456,0.00456
0,0.13562893867492676,0.00456,0.02279,0.00456
0,0.15682387351989746,0.00912,0.0,0.01368
0,0.17858195304870605,0.00912,0.0,0.00912
0,0.19727778434753418,0.00456,0.00912,0.01368
0,0.2256789207458496,0.0,0.02735,0.00912
0,0.2553987503051758,-0.00456,0.01368,0.0
0,0.27684879302978516,0.01824,0.0,0.0
0,0.28469085693359375,0.01824,0.0,0.0
0,0.31595277786254883,0.02279,0.0,0.00912
0,0.3436739444732666,0.00912,0.01824,0.00456
0,0.36583495140075684,0.03191,0.0,0.01368
0,0.39118003845214844,0.01368,0.00912,-0.00912
0,0.40482401847839355,0.00456,0.01824,0.0
0,0.43411874771118164,0.0,0.0,0.0
0,0.4543619155883789,-0.00912,0.0,-0.00912
0,0.47912096977233887,0.00456,0.00912,0.01368
0,0.5050709247589111,0.0,-0.00456,0.00912
0,0.5236227512359619,0.00456,0.0,0.00456
0,0.5407390594482422,0.00456,0.0,0.00456
0,0.5708818435668945,-0.00912,0.00912,-0.00912
0,0.5900018215179443,-0.00912,0.00912,-0.00912
0,0.615358829498291,0.01368,0.01368,0.00912
0,0.6513278484344482,0.0,0.00912,0.0
0,0.6599769592285156,0.01824,0.00912,0.00912
0,0.702002763748169,0.0,0.01824,0.00912
0,0.7051517963409424,0.0,0.0,0.01368
0,0.7339718341827393,0.0,0.00456,0.02279
0,0.7500548362731934,0.01824,0.00456,0.00912
0,0.7790889739990234,0.0,0.00456,0.00456
0,0.7994189262390137,-0.00456,0.0,0.01368
0,0.8237569332122803,0.01824,-0.01368,-0.00912
0,0.8483428955078125,0.00912,-0.00456,0.03191
0,0.8701679706573486,0.00912,0.00456,0.0
0,0.8852598667144775,0.00912,0.00456,0.0
0,0.9147439002990723,0.0,0.0,0.00912
0,0.9448597431182861,0.00456,-0.00912,-0.00456
0,0.9624078273773193,0.01368,0.00912,0.0
0,0.9977908134460449,-0.00456,-0.00456,0.01368
0,1.004530906677246,0.0,0.0,0.0
0,1.0347497463226318,0.0,0.0,0.0
0,1.0667707920074463,0.0,0.0,0.0
0,1.079077959060669,0.01824,-0.00456,-0.00912
0,1.0954930782318115,0.01824,-0.00456,-0.00912
0,1.1308777332305908,0.01368,0.0,0.03647
0,1.1397857666015625,0.00456,0.00912,0.0
0,1.1686179637908936,0.00456,-0.01368,0.01824
0,1.2072041034698486,0.01824,0.00912,0.02279
0,1.2147648334503174,-0.00456,-0.00456,-0.00912
0,1.2452137470245361,0.03191,0.00456,0.01824
0,1.2729549407958984,0.00456,0.00912,0.00456
0,1.3043019771575928,-0.00456,-0.00456,0.02735
0,1.3332290649414062,0.01368,0.01824,0.0
0,1.3356437683105469,0.01368,0.01824,0.0
0,1.3564889430999756,0.00456,0.03191,0.00912
0,1.3843088150024414,0.0,0.01368,0.02735
0,1.4098808765411377,0.03647,0.0,0.01368
0,1.4352779388427734,0.0,0.00912,0.00912
0,1.4548840522766113,0.01368,-0.00456,0.00456
0,1.4707310199737549,0.01368,-0.00456,0.00456
0,1.4990808963775635,0.01368,0.0,0.0
0,1.524413824081421,0.01368,0.02735,0.01368
0,1.5498621463775635,0.00456,0.00456,0.0
0,1.5901391506195068,0.0,0.00912,0.01368
0,1.592998743057251,0.00912,0.00912,0.0
0,1.620722770690918,0.00456,-0.00456,0.0
0,1.6455528736114502,0.00456,0.01368,0.00456
0,1.6712708473205566,0.01824,0.00912,0.00456
0,1.6799778938293457,0.01368,0.01368,0.0
0,1.7097020149230957,0.0,0.00456,0.0
0,1.737617015838623,0.01368,0.00456,-0.00456
0,1.7634978294372559,0.00912,0.00912,0.00456
0,1.770481824874878,0.00912,0.00912,0.03191
0,1.800225019454956,0.02735,-0.00912,0.0
0,1.814647912979126,0.0,0.00912,0.00912
0,1.8568317890167236,0.00456,0.0,0.0
0,1.8606960773468018,0.01824,0.00912,0.00912
0,1.8887839317321777,0.00912,0.00912,0.02279
0,1.920231819152832,0.01824,0.02279,0.00912
0,1.9446430206298828,0.01824,0.0,0.0
0,1.973329782485962,0.00912,0.00912,0.00912
0,1.9797580242156982,0.01824,0.0,0.00456
0,2.009446859359741,0.00912,0.01824,0.01368
0,2.0280978679656982,0.0,0.01368,0.0
0,2.0650198459625244,0.00912,0.00456,0.01824
0,2.0696418285369873,0.00456,0.00912,0.01368
0,2.0994668006896973,0.00912,0.02279,0.00456
0,2.120828866958618,0.0,-0.00456,0.01368
0,2.1489388942718506,0.01368,-0.00456,0.00456
0,2.183454990386963,-0.00912,-0.00456,-0.00456
0,2.190037965774536,0.0,0.00456,-0.00912
0,2.218679904937744,0.0,0.0,0.00456
0,2.239287853240967,0.00912,0.01368,0.02279
0,2.2672088146209717,0.01368,0.00456,0.00912
0,2.2799620628356934,0.03647,0.0,0.00912
0,2.3103888034820557,0.00912,-0.00912,0.0
0,2.330645799636841,0.00912,-0.00912,0.0
0,2.3822860717773438,0.02279,0.01368,0.01368
0,2.386214017868042,0.0,0.00456,0.0
0,2.3996498584747314,0.01368,0.0,0.00456
0,2.428820848464966,0.00912,0.01368,0.00912
0,2.446805953979492,0.00912,0.01368,0.00912
0,2.474436044692993,0.0,0.00912,0.01824
0,2.4992449283599854,0.01368,0.00912,0.01824
0,2.518660068511963,0.01824,0.01368,-0.00456
0,2.53678297996521,0.00912,0.03191,0.00912
0,2.5656118392944336,0.00912,0.02279,0.00456
0,2.5906238555908203,0.0,-0.00456,0.00912
0,2.623731851577759,0.00912,-0.00912,0.02279
0,2.639686107635498,-0.00456,0.01368,0.0
0,2.657000780105591,-0.00456,0.01368,0.0
0,2.6847829818725586,0.0,-0.00456,0.01824
0,2.7106170654296875,0.01368,0.0,0.0
0,2.736754894256592,0.00456,0.0,0.00912
0,2.7458810806274414,-0.00456,-0.00912,0.01368
0,2.776688814163208,0.01368,0.00456,0.01368
0,2.7895898818969727,0.01368,0.01824,0.00456
0,2.8315789699554443,-0.00456,0.00456,0.01824
0,2.8350629806518555,-0.00456,0.00456,0.01824
0,2.8649299144744873,0.00912,0.00912,0.00456
0,2.8977019786834717,0.00456,0.00456,0.0
0,2.909614086151123,0.0,0.0,0.0
0,2.9504358768463135,0.0,0.00912,0.0
0,2.9546959400177,0.0,0.0,0.00912
0,2.9841959476470947,0.0,0.01824,0.01824
0,2.999755859375,0.01824,0.01824,0.01824
0,3.0414788722991943,0.00912,0.00456,0.01368
0,3.04548978805542,0.00912,0.00456,0.01368
0,3.075003147125244,0.00456,0.0,0.02279
0,3.0918188095092773,0.00456,0.0,0.02279
0,3.118243932723999,0.03647,0.01824,0.00456
0,3.152517080307007,0.0,0.02279,0.01824
0,3.1648049354553223,0.0,0.00456,0.00912
0,3.1933679580688477,0.02735,0.02279,0.01824
0,3.2130539417266846,0.01368,0.0,0.01368
0,3.248507022857666,0.01824,0.02735,0.00456
0,3.25439190864563,0.01824,0.00456,0.00912
0,3.2839999198913574,0.00456,0.02735,0.01368
0,3.3056130409240723,0.00456,0.02735,0.01368
0,3.3313660621643066,0.0,0.01824,0.02279
0,3.3447039127349854,0.01824,0.00912,0.01824
0,3.375016927719116,0.0,0.00912,-0.00456
0,3.4032480716705322,0.0,0.00912,0.02279
0,3.420058012008667,0.00456,-0.00456,0.01368
0,3.448603868484497,-0.00912,0.0,0.00912
0,3.46431303024292,0.01368,0.00456,0.02279
0,3.4931960105895996,0.00912,0.03191,0.01824
0,3.5127720832824707,-0.00456,0.0,0.0
0,3.5388448238372803,-0.00456,0.0,0.00912
0,3.5611069202423096,-0.00456,-0.00912,0.00912
0,3.5833699703216553,0.01368,0.00912,0.0
0,3.600705862045288,-0.00456,0.0,0.00456
0,3.630337953567505,0.0,0.00456,0.01824
0,3.652121067047119,0.00456,0.00456,0.00456
0,3.678632974624634,0.0,0.00912,0.00912
0,3.715369939804077,0.00456,-0.00456,0.00456
0,3.7212090492248535,0.00912,0.00456,0.0
0,3.748562812805176,0.02279,0.0,0.00456
0,3.769577980041504,0.02279,0.0,0.00456
0,3.7990479469299316,0.0,0.02279,0.01824
0,3.8093318939208984,0.0,0.02279,0.01824
0,3.8391568660736084,0.00912,0.0,0.01824
0,3.8634700775146484,0.00912,0.0,0.01824
0,3.8988730907440186,0.00912,-0.00456,0.01368
0,3.915781021118164,0.00912,-0.00456,0.01368
0,3.929226875305176,0.02279,0.0,0.01368
0,3.9594459533691406,0.00912,0.00456,0.0
0,3.9786858558654785,0.0,0.0,0.00456
0,4.004073858261108,-0.03647,-0.02735,-0.02279
0,4.031442880630493,-0.24618,-0.2325,-0.22338
0,4.048366069793701,-0.26441,-0.25074,-0.25074
0,4.068583726882935,0.95279,-0.00912,-0.31456
0,4.095383882522583,-0.25074,-0.31912,-0.31456
0,4.120694875717163,-0.13221,-0.14588,-0.16412
0,4.148371934890747,-0.11853,-0.10029,-0.09574
0,4.155023097991943,-0.04559,-0.05926,-0.07294
0,4.1863768100738525,-0.04103,-0.03647,-0.02279
0,4.206799030303955,-0.01368,-0.00456,-0.01824
0,4.237429857254028,-0.00912,-0.00912,-0.00912
0,4.264434814453125,3.26412,1.45426,0.31456
0,4.274661064147949,-0.21426,-0.24162,2.49824
0,4.3053810596466064,-0.26897,2.39794,1.01662
0,4.323170900344849,-0.30088,-0.30544,-0.29632
0,4.354074001312256,-0.30088,-0.30088,-0.33279
0,4.382022857666016,-0.25074,-0.25074,-0.25074
0,4.394235849380493,-0.11853,-0.12765,-0.10485
0,4.414006948471069,-0.10485,-0.09118,-0.09118
0,4.454669952392578,-0.01368,-0.02735,-0.00456
0,4.472620010375977,-0.01368,-0.02735,-0.00456
0,4.485174894332886,-0.00456,0.0,0.0
0,4.513373851776123,-0.00456,0.00456,-0.00456
0,4.538583993911743,0.0,-0.00912,-0.00912
0,4.564661979675293,0.00456,0.00912,0.00912
0,4.5743248462677,0.00456,0.00912,0.0
0,4.615215063095093,0.0,0.00456,0.02279
0,4.619313716888428,-0.01368,0.0,0.00456
0,4.65545392036438,0.01824,0.03647,0.0
0,4.664411783218384,0.00456,0.00912,0.01824
0,4.706092834472656,0.00912,0.0,-0.00456
0,4.70953106880188,0.01824,0.04103,0.01824
0,4.73855185508728,0.00912,-0.00456,0.00912
0,4.756853818893433,-0.00912,-0.00456,-0.00456
0,4.783411979675293,0.00456,0.0,-0.01368
0,4.813455104827881,0.01824,0.00456,0.00456
0,4.834812879562378,0.01824,0.00456,0.00456
0,4.860948801040649,0.00912,0.0,0.00456
0,4.874324798583984,-0.00912,0.0,0.01824
0,4.90327000617981,0.01824,0.00912,0.0
0,4.924788951873779,0.01824,0.00912,0.0
0,4.952582836151123,0.00456,0.03647,0.00912
0,4.976203918457031,0.00912,-0.00456,0.00456
0,5.004397869110107,0.01368,0.01368,0.00456
0,5.009864807128906,0.01368,0.00912,0.01368
0,5.038312911987305,0.00912,-0.00456,-0.00456
0,5.057215929031372,0.0,0.0,0.01368
0,5.085757732391357,0.01368,0.02735,-0.00456
0,5.109369993209839,0.0,0.01824,0.00456
0,5.13534688949585,0.00456,0.00912,0.01368
0,5.184098958969116,0.00912,0.02279,0.00456
0,5.187087059020996,0.01368,0.01824,0.01824
0,5.213753938674927,-0.00456,0.01368,0.00912
0,5.220237970352173,0.0,0.00456,0.00912
0,5.2484657764434814,0.00456,0.00912,0.01824
0,5.267054080963135,0.0,0.0,0.00456
0,5.293370962142944,0.00912,-0.00912,0.00912
0,5.3199989795684814,0.00456,-0.00456,0.02279
0,5.353555917739868,1.6275,0.19147,-0.65647
0,5.370604038238525,1.6275,0.19147,-0.65647
0,5.384306907653809,0.10485,-0.72485,-0.79324
0,5.401770830154419,2.07427,4.47676,1.78706
0,5.428383827209473,-0.90721,-0.90265,3.39176
0,5.459217071533203,-0.96191,-0.95279,-0.96647
0,5.477902889251709,-0.98015,-0.97103,-0.97103
0,5.503659009933472,1.18073,-0.0775,-0.93456
0,5.526496887207031,-0.98471,-0.98471,-0.98926
0,5.5486838817596436,1.75971,0.14132,-0.87074
0,5.575776815414429,-1.01206,-0.99838,-0.99838
0,5.6015729904174805,-0.98471,-1.02118,-0.99838
0,5.610060930252075,3.02706,1.20353,-0.07294
0,5.652308940887451,-0.99382,4.18044,3.45559
0,5.65527081489563,-0.99382,4.18044,3.45559
0,5.683290958404541,-0.56074,-0.56074,-0.53794
0,5.72669792175293,-0.31456,-0.33735,-0.31912
0,5.729367017745972,-0.31456,-0.33735,-0.31912
0,5.760190963745117,1.94206,0.49235,1.10779
0,5.781003952026367,0.15956,0.18235,0.13676
0,5.803370952606201,1.16706,1.02573,0.14132
0,5.832383871078491,1.98765,0.11853,0.11397
0,5.858275890350342,1.99221,1.085,0.33735
0,5.864269971847534,-1.84176,-0.42853,-2.30676
0,5.893538951873779,-2.87206,-0.52426,-0.24618
0,5.9236369132995605,0.05926,0.04103,0.06382
0,5.939379930496216,-1.37221,-4.00721,0.06838
0,5.9815099239349365,2.51647,3.27324,3.60147
0,5.9852447509765625,2.51647,3.27324,3.60147
0,6.013275146484375,0.92088,0.42397,0.0775
0,6.035262823104858,0.92088,0.42397,0.0775
0,6.0586700439453125,-0.85706,-0.87985,-0.51059
0,6.084342002868652,-0.85706,-0.87985,-0.51059
0,6.110407829284668,0.04559,0.0,1.08956
0,6.1193389892578125,-0.47412,-0.42853,-1.19441
0,6.161224842071533,-0.01368,-0.08662,0.04103
0,6.178367853164673,-1.0075,-0.71574,-0.41485
0,6.19441294670105,0.05015,0.05015,0.04103
0,6.232812881469727,0.98015,0.53794,0.49235
0,6.239300966262817,-0.67015,-1.32662,-1.18985
0,6.268548011779785,0.98926,0.96191,0.55162
0,6.287454843521118,1.14882,0.99382,0.53794
0,6.313325881958008,0.15044,-0.12309,0.03191
0,6.335613965988159,0.38294,0.75676,1.20809
0,6.3616108894348145,0.04559,0.03647,0.03647
0,6.388236999511719,0.06382,0.03647,-0.02735
0,6.4142749309539795,0.06382,0.03647,-0.02735
0,6.448855876922607,0.77044,0.44676,-0.00456
0,6.464557886123657,0.77044,0.44676,-0.00456
0,6.490165948867798,-1.21265,-1.01206,-0.54706
0,6.495072841644287,0.03647,0.04103,0.04559
0,6.553422927856445,-0.02735,0.03191,0.03191
0,6.555900812149048,-0.02735,0.03191,0.03191
0,6.569226980209351,0.14588,0.98926,0.77044
0,6.589342832565308,0.28265,0.87985,0.72029
0,6.614529848098755,0.03647,0.04559,-0.60632
0,6.6397600173950195,0.74309,0.39662,0.77956
0,6.66275691986084,-0.55162,0.05471,0.05926
0,6.67557692527771,-0.23706,-0.18691,-0.93456
0,6.703297853469849,0.05015,0.04559,0.03191
0,6.737867832183838,-0.8525,-0.37838,-0.12765
0,6.7495338916778564,0.10941,0.04559,0.05471
0,6.778470039367676,-0.775,-1.1625,-0.87074
0,6.797799825668335,-0.775,-1.1625,-0.87074
0,6.8233489990234375,-0.60632,-0.31912,-1.0075
0,6.8495728969573975,0.03647,-0.42853,-1.03485
0,6.875204086303711,-0.86162,-0.56985,-0.25985
0,6.884152889251709,-0.99382,-0.57441,-0.23706
0,6.9253199100494385,0.93912,0.45132,0.23706
0,6.929478883743286,-0.36471,-1.1625,-0.97103
0,6.95976185798645,0.01824,0.03191,0.05015
0,6.976707935333252,0.98015,1.01206,0.53338
0,7.00407075881958,0.04103,0.05015,-1.0075
0,7.034290790557861,0.51971,0.41941,1.01206
0,7.070947885513306,0.01824,0.25985,0.93456
0,7.078476905822754,-0.15956,-0.56074,-0.92088
0,7.0943567752838135,0.03647,0.03647,0.00912
0,7.1232829093933105,-0.92088,-0.42397,0.05926
0,7.147296905517578,-0.73397,-0.25074,-0.08662
0,7.170416831970215,0.06382,0.04559,0.01824
0,7.196563959121704,-1.04397,-1.15794,-0.73397
0,7.2133448123931885,-0.26897,0.03191,0.04559
0,7.23044490814209,-0.41941,-0.41485,-0.93912
0,7.268676042556763,0.50147,-0.05926,0.02735
0,7.275053024291992,0.14588,0.5425,1.06676
0,7.30333685874939,0.03191,0.03191,0.04103
0,7.3193440437316895,-0.44221,-0.15044,0.05015
0,7.348298788070679,0.84794,1.33118,1.08956
0,7.3909289836883545,0.04103,0.05015,0.01824
0,7.3943469524383545,-0.89809,-0.47412,0.10029
0,7.42336893081665,0.31456,1.13059,1.12147
0,7.442678928375244,0.05926,0.05926,0.03191
0,7.468277931213379,1.58647,0.00456,0.01824
0,7.484411716461182,2.01044,3.03162,3.15015
0,7.515807867050171,0.01824,0.05015,0.05471
0,7.530052900314331,0.06838,0.06382,0.05471
0,7.560157775878906,0.05471,0.05015,0.04559
0,7.603332042694092,-2.37515,-2.45265,-2.18824
0,7.61978006362915,-1.36309,0.04103,0.05015
0,7.63503885269165,1.26279,0.96191,0.74309
0,7.65067195892334,-0.39206,-1.33118,-1.24
0,7.678448677062988,-1.29471,-1.15794,-0.65647
0,7.6942808628082275,-0.04559,0.04559,0.02279
0,7.73967981338501,0.03647,0.03191,0.03647
0,7.754312753677368,0.04103,-0.8525,-1.34029
0,7.770056962966919,0.04103,-0.8525,-1.34029
0,7.784450054168701,0.05471,0.05471,0.05015
0,7.813287734985352,-1.02574,-0.73397,0.0775
0,7.830100774765015,1.81441,2.37515,2.21559
0,7.859554052352905,0.05926,3.33706,3.86132
0,7.875936985015869,0.0,0.02279,0.00912
0,7.9033448696136475,1.32662,4.92809,5.59824
0,7.919368743896484,-6.69691,-6.78809,-6.87471
0,7.949007034301758,6.77897,6.77897,5.93103
0,7.985392808914185,-6.97956,-6.97956,-6.97956
0,7.994765043258667,6.77897,-0.07294,-0.05015
0,8.023329973220825,-0.08206,-0.0775,-6.7425
0,8.045565843582153,-6.97956,-6.97956,-6.97956
0,8.068317890167236,-6.98412,-6.98412,-6.98412
0,8.090165853500366,-6.98412,-6.98412,-6.98412
0,8.115400791168213,6.77897,6.77897,6.14074
0,8.138398885726929,6.77441,6.77441,6.77441
0,8.16487193107605,6.78353,5.04206,6.07235
0,8.174584865570068,5.73044,5.79882,5.82618
0,8.203358888626099,5.01015,4.96,3.7975
0,8.227036714553833,-4.13029,-4.13485,-3.91147
0,8.252044916152954,2.4025,1.29471,-0.00456
0,8.278406143188477,-2.02868,-1.78706,0.05471
0,8.302212953567505,-2.64412,-2.79456,-2.56206
0,8.323351860046387,0.05926,0.05015,2.96779
0,8.339605808258057,-4.85971,-5.13779,-5.10588
0,8.369597911834717,-5.99485,-4.42662,-5.425
0,8.387532949447632,4.94632,-0.00912,-0.00912
0,8.417207956314087,6.18632,6.63309,6.77441
0,8.429777145385742,6.77441,6.77441,6.77441
0,8.458714008331299,-3.02706,-6.18632,-6.93853
0,8.474338054656982,-6.38691,-6.47353,-6.67868
0,8.504611015319824,5.735,0.0,0.00456
0,8.532176971435547,-4.11662,-4.64088,-4.69103
0,8.556694984436035,0.05471,0.05015,0.05471
0,8.583581924438477,-2.33868,-2.08794,0.05926
0,8.594289779663086,-1.98765,-2.63956,-2.68059
0,8.645165920257568,-2.69882,-2.66235,-2.37059
0,8.655243873596191,3.99809,3.37353,3.92515
0,8.674396753311157,3.99809,3.37353,3.92515
0,8.684436798095703,4.39471,4.89162,4.97824
0,8.724969863891602,5.58,5.70309,5.90368
0,8.730953931808472,0.05471,0.04103,4.46765
0,8.759238719940186,-5.93103,-6.80176,-6.98412
0,8.78994607925415,-6.99324,-6.99324,-6.99324
0,8.81090784072876,6.78353,6.78353,6.64221
0,8.835814714431763,0.0,-0.01368,-0.01368
0,8.856744766235352,-6.975,-6.975,-6.975
0,8.878375768661499,0.08206,0.07294,4.79588
0,8.894308090209961,-6.975,-6.975,-6.355
0,8.92347002029419,0.0,0.02279,0.00912
0,8.946213006973267,0.05926,0.05015,0.02735
0,8.97059178352356,0.00456,0.02279,0.0
0,8.99723482131958,0.05471,0.03191,0.04103
0,9.013304948806763,0.62456,0.39662,1.13971
0,9.051162004470825,-0.26441,-1.03485,-0.84794
0,9.060627937316895,1.13971,0.75676,0.36926
0,9.090482950210571,-0.55618,-0.72485,-1.27647
0,9.108667850494385,-0.55618,-0.72485,-1.27647
0,9.134395837783813,1.05765,0.65647,0.16868
0,9.149379014968872,-1.4725,-1.87824,-1.58647
0,9.178331851959229,0.01368,0.05471,0.04103
0,9.194602966308594,-1.89191,-1.75059,0.05015
0,9.223800897598267,1.98309,2.59397,2.58941
0,9.244370937347412,0.04559,-0.00456,0.01368
0,9.269808769226074,3.27324,3.05441,0.00456
0,9.284260034561157,-0.00912,-3.29603,-4.26706
0,9.313391923904419,-5.83074,-5.9675,-6.13618
0,9.352757930755615,-6.975,-6.975,-6.975
0,9.359794855117798,-2.66235,-6.82,-6.97956
0,9.388463020324707,6.77441,6.77441,6.77441
0,9.404706001281738,6.77441,6.77441,6.77441
0,9.433339834213257,-6.975,-6.975,-6.975
0,9.449461936950684,6.76985,6.76985,6.76985
0,9.489658117294312,-6.97956,-6.97956,-6.97956
0,9.494331121444702,-5.71676,-5.37029,-5.26544
0,9.5291907787323,0.0,0.0,-0.53338
0,9.555281162261963,-6.98412,-6.98412,-6.98412
0,9.569425821304321,-0.59721,-0.58809,-0.59265
0,9.59877896308899,0.0,0.0,0.0
0,9.61459994316101,-1.29927,-6.975,-6.975
0,9.644197940826416,-0.78868,-0.78868,-0.79324
0,9.664304733276367,0.0,0.0,0.0
0,9.690424919128418,0.0,0.0,0.0
0,9.70435094833374,-0.86618,-0.85706,-0.86618
0,9.733439922332764,-0.88441,-0.87529,-0.88441
0,9.749990701675415,-2.83103,-2.68971,-2.64412
0,9.780324935913086,0.0,0.0,0.0
0,9.808734893798828,0.0,0.0,0.0
0,9.825361013412476,0.0,0.0,0.0
0,9.853308916091919,0.0,0.0,0.0
0,9.869484901428223,-6.98868,-6.98868,-6.98868
0,9.909199953079224,-3.84765,-3.38721,-3.36441
0,9.914385795593262,-6.975,-6.975,-6.975
0,9.945000886917114,-5.00103,-4.25794,-3.9525
0,9.96440601348877,-5.00103,-4.25794,-3.9525
0,9.989603996276855,-4.06191,-3.49206,0.0
0,10.004417896270752,-5.0375,-4.40838,-4.07559
0,10.04702091217041,-6.98412,-6.98412,-6.98412
0,10.070506811141968,-0.56074,-0.57441,-0.56074
0,10.079806804656982,0.0,0.0,0.0
0,10.10844087600708,0.0,0.0,0.0
0,10.12440800666809,0.0,0.0,0.0
0,10.156507015228271,0.0,0.0,0.0
0,10.18248701095581,6.77441,6.77441,6.77441
0,10.205963850021362,0.0,0.0,0.0
0,10.215045928955078,-0.47868,-0.47868,-0.47868
0,10.244876861572266,-0.47412,-0.47868,-0.465
0,10.259771823883057,-0.47868,-0.46956,-5.21529
0,10.290881872177124,-6.97956,-6.97956,-6.97956
0,10.320122957229614,-6.98412,-6.98412,-6.98412
0,10.337287902832031,-5.71676,-5.21074,-4.93265
0,10.369618892669678,-4.81868,-0.67927,0.0
0,10.379356861114502,0.0,0.0,0.0
0,10.40849494934082,0.0,-6.60574,-7.21206
0,10.432358741760254,-0.44221,-0.43765,-0.43765
0,10.458184957504272,-6.975,-6.975,-6.975
0,10.46934175491333,-6.97956,-6.97956,-6.97956
0,10.510142803192139,-7.07985,-6.31397,-5.69397
0,10.528615713119507,0.0,0.0,0.0
0,10.544795036315918,-6.97956,-6.97956,-6.97956
0,10.574856758117676,-13.75853,-13.75853,-13.75853
0,10.595180034637451,-13.75853,-13.75853,-13.75853
0,10.618576049804688,-5.60735,-5.22441,-5.04662
0,10.646451950073242,6.77441,6.77441,6.77441
0,10.663360834121704,6.78353,6.78353,6.78353
0,10.679412841796875,0.0,-2.69882,-7.19838
0,10.746448993682861,-0.45588,-0.44676,-0.45588
0,10.754487991333008,-6.975,-6.975,-6.975
0,10.776592016220093,-6.97956,-6.97956,-6.97956
0,10.784635066986084,-6.975,-6.975,-6.975
0,10.79944396018982,-0.45588,-0.45132,-5.46147
0,10.836278915405273,-0.48324,-0.47868,-0.46044
0,10.84508204460144,0.0,0.0,-5.10132
0,10.885653972625732,0.0,0.0,0.0
0,10.889546871185303,0.0,0.0,0.0
0,10.919232845306396,0.0,0.0,0.0
0,10.934419870376587,6.76985,6.76985,6.76985
0,10.973735809326172,-4.57706,-4.44029,-4.26706
0,10.979323863983154,0.44676,1.21265,1.54088
0,11.008710145950317,-5.50706,-5.08309,-4.91897
0,11.025896787643433,-5.27,-4.95544,-4.84603
0,11.053481817245483,-3.6425,0.0,0.0
0,11.083479881286621,0.0,0.0,0.0
0,11.108293056488037,0.0,0.0,0.0
0,11.133333921432495,0.0,0.0,0.0
0,11.158159971237183,0.0,0.0,0.0
0,11.18641996383667,0.0,0.0,-0.64279
0,11.189351797103882,-2.07882,-7.20294,-7.19838
0,11.218417882919312,-4.11206,-6.975,-6.975
0,11.245330810546875,-6.97956,-6.97956,-6.97956
